codigo,nombre,descripcion,categoria,subCategoria,costo,unidadMedida,proveedor,stockMinimo,valorCompra,valorVenta,stock,estado
T6X100,TIRAFONDO 6X100,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 6 mm y largo 100 mm .

Beneficios: Gran diámetro y longitud para la máxima capacidad de carga.

Usos: Fijación de postes, vigas grandes o estructuras de decks al suelo o bases de hormigón (con tarugos adecuados).",Ferretería,Tornillos,124,Unidad,CARLOS DIS,1,124,200,100,Activo
T6X38,TIRAFONDO 6X38,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 6 mm y largo 38 mm .

Beneficios: Diámetro más grueso para mayor resistencia en uniones de poca profundidad.

Usos: Fijación de herrajes pesados ​​(bisagras, bases) a postes.",Ferretería,Tornillos,50,Unidad,CARLOS DIS,1,50,100,100,Activo
T6X50,TIRAFONDO 6X50,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 6 mm y largo 50 mm .

Beneficios: Tamaño estándar para fijaciones pesadas en carpintería estructural.

Usos: Armado de estructuras de pérgolas, decks y muebles de exterior.",Ferretería,Tornillos,63,Unidad,CARLOS DIS,1,63,100,100,Activo
T6X63,TIRAFONDO 6X63,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 6 mm y largo 63 mm .

Beneficios: Proporciona un anclaje profundo y muy resistente para estructuras portantes.

Usos: Unión de vigas y postes principales.",Ferretería,Tornillos,79,Unidad,CARLOS DIS,1,79,200,100,Activo
T6X76,TIRAFONDO 6X76,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 6 mm y largo 76 mm .

Beneficios: Ideal para maderas de 3 pulgadas o para unir dos maderas de 2 pulgadas con juego.

Usos: Construcción de estructuras de techo y carpintería pesada.",Ferretería,Tornillos,91,Unidad,CARLOS DIS,1,91,200,100,Activo
T8X50,TIRAFONDO 8X50,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en el diámetro más grande de la serie ( 8 mm ) y largo 50 mm .

Beneficios: Máxima resistencia a la tracción y al corte en uniones de espesor medio.

Usos: Fijación de elementos críticos, herrajes muy pesados ​​o anclaje a pared con tarugos grandes.",Ferretería,Tornillos,94,Unidad,CARLOS DIS,1,94,200,100,Activo
T8X63,TIRAFONDO 8X63,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 8 mm y largo 63 mm .

Beneficios: Fuerza extrema para uniones estructurales críticas.

Usos: Conjunto de vigas maestras y postes de carga.",Ferretería,Tornillos,115,Unidad,CARLOS DIS,1,115,200,100,Activo
T8X76,TIRAFONDO 8X76,"Descripción del producto: Tornillo de cabeza hexagonal o plana, con rosca profunda para madera, en diámetro de 8 mm y largo 76 mm .

Beneficios: El tornillo más fuerte de la serie, para las aplicaciones más exigentes.

Usos: Construcción de cabañas, muelles, soportes estructurales de carga.",Ferretería,Tornillos,137,Unidad,CARLOS DIS,1,137,200,70,Activo
4031,TORNILLOS HEXAGONALES 14 x 1 1/2” x100,"Descripción del producto: Tornillos de cabeza hexagonal (para llave), de gran calibre ( N° 14 ), con largo de 1 1/2 pulgadas , vendidos en cajas de 100 unidades .

Beneficios: Fijación robusta y fácil de apretar con herramientas. El calibre grueso proporciona gran resistencia.

Usos: Fijación de chapas, techos de metal o fibra, y herrajes metálicos a la madera.",Ferretería,Tornillos,4989,Unidad,Victoria,1,1,12100,22,Activo
4033,TORNILLOS HEXAGONALES 14 x 2 1/2” x100,nada,Ferretería,Tornillos,6527,Unidad,Victoria,1,1,15800,,Activo
4032,TORNILLOS HEXAGONALES 14 x 2 x100,"Descripción del producto: Tornillos de cabeza hexagonal (para llave), de gran calibre ( N° 14 ), con largo de 2 pulgadas , vendidos en cajas de 100 unidades .

Beneficios: Mayor longitud para un anclaje más seguro en chapas y elementos gruesos.

Usos: Instalación de chapas de techo sobre correas de madera o metal, y uniones de estructuras metálicas ligeras.",Ferretería,Tornillos,5564,Unidad,Victoria,1,1,13500,-1,Activo
T0001,TRANQUERA QUEBRACHO 1 X 1,"Descripción del producto: Puerta rústica (tranquera) fabricada íntegramente en madera de Quebracho (extremadamente dura) con dimensiones de 1 metro por 1 metro .

Beneficios: Durabilidad excepcional y resistencia total a la intemperie, plagas y putrefacción sin necesidad de curadores constantes.

Usos: Cercados perimetrales, entradas a propiedades rurales, cerramientos decorativos rústicos.",Ferretería,,1,Unidad,Global,1,1,132000,1,Activo
6100,TUERCA CUPLA 1/2,"Descripción del producto: Tuerca alargada con rosca interna, diseñada para unir o ""acoplar"" dos varillas roscadas. El diámetro de rosca es de 1/2 pulgada .

Beneficios: Permite extender la longitud de un vástago roscado de forma segura y resistente.

Usos: Unión de varillas roscadas en techos suspendidos, tensores o estructuras que requieran gran longitud.",Ferretería,Herrajes,859,Unidad,Global,1,859,2100,100,Activo
4036,TUERCAS ZINCADA,"Descripción del producto: Elementos roscados internos, con tratamiento de zincado (galvanizado) para proteger contra la corrosión.

Beneficios: Resistencia a la oxidación. Asegure el apriete en bulones y varillas roscadas.

Usos: Uso general en fijación de bulones, conjuntos metálicos o uniones expuestas a ambientes con humedad moderada.",Ferretería,Herrajes,55,Unidad,Victoria,1,1,100,556,Activo
4034,VARILLA ROSCADA ZINCADA 1/2,"Descripción del producto: Barra de metal totalmente roscada, con diámetro de 1/2 pulgada , protegida con un baño de zincado (galvanizado).

Beneficios: Permite cortar el largo exacto necesario para cada aplicación. El zincado previene la corrosión.

Usos: Fijación de techos suspendidos, anclajes químicos en hormigón o como elemento tensor en estructuras de madera o metal.",Ferretería,Herrajes,2242,Unidad,Victoria,1,1,5400,100,Activo
n0002,alambre rec x 1,"Descripción del producto: Alambre de acero recocido (tratado térmicamente para mayor flexibilidad), generalmente vendido en rollos de 1 kg .

Beneficios: Gran maleabilidad y facilidad para doblar, atar y torcer.

Usos: Atado de hierros en la construcción (armadura de hormigón), sujeción temporal en obras y uso general en el hogar y el campo.",Ferretería,,6000,Unidad,Victoria,1,3000,6600,11,Activo
5000,bisagras de atornillar X 10 cm,"Descripción del producto: Bisagras de atornillar 

Beneficios: Las longitudes más grandes son necesarias para soportar puertas y portones más anchos y pesados, distribuyendo mejor la carga.

Usos: Puertas de madera grandes, portones de acceso",Ferretería,Herrajes,2469,Unidad,FCH,1,1,6000,-4,Activo
5001,bisagras de atornillar X 15 cm,"Descripción del producto: Bisagras de atornillar 

Beneficios: Las longitudes más grandes son necesarias para soportar puertas y portones más anchos y pesados, distribuyendo mejor la carga.

Usos: Puertas de madera grandes, portones de acceso",Ferretería,Herrajes,2649,Unidad,FCH,1,1,6400,4,Activo
5002,bisagras de atornillar X 20 cm,"Descripción del producto: Bisagras de atornillar 

Beneficios: Las longitudes más grandes son necesarias para soportar puertas y portones más anchos y pesados, distribuyendo mejor la carga.

Usos: Puertas de madera grandes, portones de acceso",Ferretería,Herrajes,3028,Unidad,FCH,1,1,7300,15,Activo
5003,bisagras de atornillar X 25 cm,"Descripción del producto: Bisagras de atornillar 

Beneficios: Las longitudes más grandes son necesarias para soportar puertas y portones más anchos y pesados, distribuyendo mejor la carga.

Usos: Puertas de madera grandes, portones de acceso",Ferretería,Herrajes,3301,Unidad,FCH,1,1,8000,4,Activo
5004,bisagras de atornillar X 28 cm,nada,Ferretería,Herrajes,7662,Unidad,FCH,1,1,18500,,Activo
5005,bisagras de atornillar X 30 cm,"Descripción del producto: Bisagras de atornillar 

Beneficios: Las longitudes más grandes son necesarias para soportar puertas y portones más anchos y pesados, distribuyendo mejor la carga.

Usos: Puertas de madera grandes, portones de acceso",Ferretería,Herrajes,7662,Unidad,FCH,1,1,18500,10,Activo
n0001,clavo cabeza de plomo x 3,"Descripción del producto: Clavo de 3 pulgadas con una cabeza ancha sellada con plomo.

Beneficios: El plomo se deforma al clavarse, sellando herméticamente el agujero e impidiendo filtraciones de agua.

Usos: Fijación de chapas de techo, tejas asfálticas o placas de fibrocemento, donde la impermeabilidad es crucial.",Ferretería,Clavos,9350,Unidad,provedor ej,1,9350,10300,7,Activo
5006,pasador X 15 cm,"Descripción del producto: Dispositivo de cierre manual simple, compuesto por una barra de metal (pivote) que se desliza dentro de una guía para asegurar una puerta, portón o ventana. Mide 15 cm de largo.

Beneficios: Mecanismo de seguridad secundario, fácil y rápido de instalar y operar. El tamaño de 15 cm es adecuado para una sujeción firme sin ser excesivamente voluminoso.

Usos: Cierre adicional para puertas interiores o exteriores, ventanas, y para asegurar un panel inactivo en puertas dobles.",Ferretería,Herrajes,4172,Unidad,FCH,1,1,10100,14,Activo
5007,pasador X 20 cm,"Descripción del producto: Dispositivo de cierre manual de mayor longitud, compuesto por una barra de metal deslizante de 20 cm de largo.

Beneficios: Mayor longitud que el pasador de 15 cm, lo que permite un anclaje más profundo y una mayor seguridad. Ideal para puertas más grandes o gruesas.

Usos: Asegurar puertas de garaje o cobertizos, portones medianos de jardín y como cerrojo principal en puertas de servicio.",Ferretería,Herrajes,5674,Unidad,FCH,1,1,13700,19,Activo
5008,pasador X 30 cm,nada,Ferretería,Herrajes,12660,Unidad,FCH,1,1,30600,,Activo
5009,pasador X 40 cm,nada,Ferretería,Herrajes,13859,Unidad,FCH,1,1,33500,,Activo
5010,pasador al piso X 15 cm,nada,Ferretería,Herrajes,3169,Unidad,FCH,1,1,7700,,Activo
5011,pasador al piso X 25 cm,nada,Ferretería,Herrajes,4235,Unidad,FCH,1,1,10200,,Activo
5013,pasador al piso X 30 cm,"Descripción del producto: Pasador de gran longitud ( 30 cm ) diseñado específicamente para ser instalado en la parte inferior de una puerta o portón doble y anclarse en el suelo o umbral . Suele tener un mecanismo de retención para mantenerlo abierto o cerrado.

Beneficios: Fija de manera muy segura el panel pasivo (inactivo) de una puerta doble al suelo, previniendo el movimiento o la apertura involuntaria. La longitud de 30 cm asegura un anclaje firme.

Usos: Utilizado en portones grandes de dos hojas, puertas dobles de garaje o canceles para fijar la hoja que no lleva la cerradura principal.",Ferretería,Herrajes,9144,Unidad,FCH,1,1,22100,19,Activo
5012,pasador al piso X 30 cm,nada,Ferretería,Herrajes,4265,Unidad,FCH,1,1,10300,,Activo
5014,pasador al piso X 50 cm,nada,Ferretería,Herrajes,11577,Unidad,FCH,1,1,28000,,Activo
